playerID,yearID_x,stint,teamID_x,lgID_x,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,yearID_y,teamID_y,lgID_y,salary
bailean01,2016,2,LAA,AL,0,0,12,0,0,0,6,34,9,3,1,2,8,0.214,2.38,0.0,1,1.0,0,46.0,10,3,0.0,1.0,1.0,,,,
baileho02,2016,1,CIN,NL,2,3,6,6,0,0,0,69,35,17,2,7,27,0.35,6.65,0.0,1,2.0,0,111.0,0,19,0.0,2.0,1.0,2016.0,CIN,NL,18000000.0
barbajo01,2016,1,NYA,AL,1,2,13,0,0,0,0,39,13,11,2,5,15,0.26,7.62,0.0,0,2.0,0,57.0,5,11,0.0,0.0,0.0,2016.0,NYA,AL,507500.0
barneda01,2016,1,TOR,AL,0,1,1,0,0,0,0,3,1,1,1,0,1,0.25,9.0,0.0,0,0.0,0,4.0,1,1,0.0,0.0,0.0,2016.0,TOR,AL,1050000.0
barneda02,2016,1,TOR,AL,0,0,12,0,0,0,0,41,14,6,0,5,14,0.275,3.95,0.0,1,0.0,0,58.0,4,6,0.0,2.0,1.0,,,,
barneja01,2016,1,MIL,NL,0,1,27,0,0,0,1,80,24,8,1,6,26,0.245,2.7,1.0,2,0.0,0,106.0,7,9,1.0,1.0,3.0,,,,
barnema01,2016,1,BOS,AL,4,3,62,0,0,0,1,200,62,30,6,31,71,0.248,4.05,1.0,4,3.0,0,287.0,13,32,2.0,1.0,3.0,2016.0,BOS,AL,511000.0
barneto01,2016,1,TEX,AL,7,3,53,0,0,0,0,181,54,14,4,16,49,0.242,2.09,1.0,6,4.0,0,246.0,9,16,1.0,2.0,10.0,2016.0,TEX,AL,1500000.0
barraky01,2016,1,MIA,NL,6,3,75,0,0,0,0,218,45,23,1,44,113,0.176,2.85,1.0,8,2.0,0,306.0,6,24,2.0,2.0,2.0,,,,
barreja01,2016,1,ARI,NL,1,2,68,0,0,0,4,178,47,23,6,28,56,0.218,3.49,4.0,4,3.0,0,250.0,12,25,0.0,3.0,4.0,2016.0,ARI,NL,507500.0
bassich01,2016,1,OAK,AL,0,2,5,5,0,0,0,84,35,19,5,14,23,0.294,6.11,0.0,2,0.0,0,133.0,0,20,0.0,0.0,3.0,2016.0,OAK,AL,510000.0
bastaan01,2016,1,NYN,NL,0,0,41,0,0,0,0,131,41,23,8,21,46,0.244,4.74,2.0,1,3.0,2,195.0,11,24,2.0,1.0,2.0,2016.0,NYN,NL,5375000.0
bastaan01,2016,2,PIT,NL,3,0,28,0,0,0,0,72,19,11,3,11,28,0.216,4.13,1.0,5,1.0,2,102.0,0,13,0.0,2.0,0.0,2016.0,NYN,NL,5375000.0
bauertr01,2016,1,CLE,AL,12,8,35,28,1,0,0,570,179,90,20,70,168,0.248,4.26,1.0,3,9.0,0,811.0,3,96,4.0,7.0,12.0,2016.0,CLE,AL,1697500.0
baumabu01,2016,1,SDN,NL,1,0,11,0,0,0,0,29,7,4,0,4,10,0.2,3.72,0.0,0,1.0,0,40.0,2,4,0.0,0.0,0.0,2016.0,SDN,NL,520000.0
beckch02,2016,1,CHA,AL,2,2,25,0,0,0,0,76,31,18,3,17,20,0.301,6.39,1.0,0,2.0,0,123.0,4,18,0.0,1.0,2.0,,,,
bedroca01,2016,1,LAA,AL,2,0,45,0,0,0,1,121,30,5,1,14,51,0.207,1.12,1.0,3,2.0,0,162.0,9,7,0.0,1.0,3.0,2016.0,LAA,AL,510500.0
belisma01,2016,1,WAS,NL,0,0,40,0,0,0,0,138,43,9,2,7,32,0.244,1.76,3.0,2,1.0,0,186.0,6,13,1.0,1.0,4.0,2016.0,WAS,NL,1250000.0
benoijo01,2016,1,SEA,AL,1,1,26,0,0,0,0,73,20,14,4,15,28,0.215,5.18,1.0,1,1.0,0,111.0,2,16,1.0,1.0,0.0,2016.0,SEA,AL,7500000.0
benoijo01,2016,2,TOR,AL,2,0,25,0,0,0,1,71,17,1,1,9,24,0.205,0.38,0.0,0,0.0,0,93.0,4,1,0.0,1.0,4.0,2016.0,SEA,AL,7500000.0
bergmch01,2016,1,COL,NL,1,3,15,1,0,0,0,74,39,23,7,6,22,0.355,8.39,0.0,0,0.0,0,119.0,5,24,2.0,1.0,2.0,2016.0,COL,NL,512500.0
berrijo01,2016,1,MIN,AL,3,7,14,14,0,0,0,175,74,52,12,35,49,0.31,8.02,0.0,1,5.0,0,281.0,0,56,2.0,0.0,5.0,,,,
betande01,2016,1,NYA,AL,3,6,73,0,0,0,12,219,54,25,5,28,126,0.201,3.08,0.0,6,1.0,0,299.0,20,31,1.0,1.0,4.0,2016.0,NYA,AL,507500.0
bethach01,2016,1,SDN,NL,0,0,2,0,0,0,0,5,1,0,0,3,1,0.167,0.0,0.0,0,1.0,0,10.0,1,0,0.0,0.0,0.0,2016.0,SDN,NL,511200.0
bettich01,2016,1,COL,NL,14,8,32,32,1,1,0,558,204,99,22,59,138,0.278,4.79,5.0,4,7.0,0,814.0,0,107,10.0,3.0,11.0,2016.0,COL,NL,512500.0
biagijo01,2016,1,TOR,AL,4,3,60,0,0,0,1,203,69,23,3,19,62,0.259,3.06,1.0,3,5.0,0,295.0,12,28,2.0,3.0,4.0,2016.0,TOR,AL,507500.0
blachty01,2016,1,SFN,NL,1,0,4,2,0,0,0,51,8,2,1,5,10,0.143,1.06,0.0,0,0.0,1,62.0,2,2,1.0,0.0,2.0,,,,
blairaa01,2016,1,ATL,NL,2,7,15,15,0,0,0,210,82,59,14,34,46,0.299,7.59,4.0,0,6.0,0,324.0,0,61,3.0,7.0,4.0,,,,
blantjo01,2016,1,LAN,NL,7,2,75,0,0,0,0,240,55,22,7,26,80,0.194,2.48,4.0,3,2.0,0,315.0,15,23,0.0,3.0,5.0,2016.0,LAN,NL,4000000.0
blazemi01,2016,1,MIL,NL,3,1,41,0,0,0,0,124,52,26,7,27,36,0.311,5.66,3.0,2,2.0,0,201.0,7,31,1.0,4.0,5.0,2016.0,MIL,NL,514200.0
bleieri01,2016,1,NYA,AL,0,0,23,0,0,0,0,69,20,5,0,4,13,0.233,1.96,0.0,0,1.0,0,92.0,8,6,0.0,1.0,3.0,,,,
blevije01,2016,1,NYN,NL,4,2,73,0,0,0,2,126,36,13,4,15,52,0.229,2.79,3.0,1,1.0,0,178.0,8,14,2.0,3.0,1.0,2016.0,NYN,NL,4000000.0
bolsimi01,2016,1,LAN,NL,1,4,6,6,0,0,0,83,33,21,7,9,25,0.303,6.83,1.0,0,2.0,0,122.0,0,21,2.0,0.0,2.0,2016.0,LAN,NL,515000.0
boscawi01,2016,1,PIT,NL,1,1,6,1,0,0,0,46,15,11,2,7,8,0.254,6.46,0.0,1,0.0,1,67.0,2,11,1.0,0.0,1.0,,,,
boshebu01,2016,1,MIN,AL,2,0,37,0,0,0,0,108,35,17,3,7,37,0.248,4.25,1.0,1,1.0,0,152.0,9,21,0.0,3.0,2.0,,,,
bowmama01,2016,1,SLN,NL,2,5,59,0,0,0,0,203,59,26,4,20,52,0.229,3.46,2.0,0,1.0,0,281.0,12,31,1.0,1.0,8.0,2016.0,SLN,NL,507500.0
boxbebr01,2016,1,TBA,AL,4,3,27,0,0,0,0,73,23,13,3,19,22,0.25,4.81,1.0,0,2.0,0,114.0,3,13,0.0,1.0,1.0,2016.0,TBA,AL,519200.0
boydma01,2016,1,DET,AL,6,5,20,18,0,0,0,292,97,49,17,29,82,0.258,4.53,0.0,1,4.0,0,412.0,1,51,0.0,3.0,8.0,,,,
boyerbl01,2016,1,MIL,NL,2,4,61,0,0,0,1,198,80,29,4,17,26,0.305,3.95,3.0,0,1.0,0,282.0,17,30,0.0,2.0,11.0,2016.0,MIL,NL,950000.0
brachbr01,2016,1,BAL,AL,10,4,71,0,0,0,2,237,57,18,7,25,92,0.201,2.05,1.0,4,0.0,1,311.0,16,23,0.0,3.0,7.0,2016.0,BAL,AL,1250000.0
brachsi01,2016,1,ARI,NL,0,2,26,0,0,0,0,74,31,20,7,10,17,0.295,7.3,1.0,3,3.0,0,119.0,11,22,0.0,1.0,2.0,2016.0,ARI,NL,509300.0
bradlar01,2016,1,ARI,NL,8,9,26,26,0,0,0,425,154,79,16,67,143,0.276,5.02,8.0,7,4.0,2,638.0,0,84,2.0,7.0,7.0,,,,
bradlje01,2016,1,ATL,NL,1,1,6,0,0,0,0,21,7,4,0,6,4,0.269,5.14,2.0,1,0.0,0,33.0,1,4,0.0,1.0,1.0,,,,
braulst01,2016,1,PIT,NL,0,3,8,7,0,0,0,100,45,18,5,17,29,0.313,4.86,1.0,1,2.0,0,166.0,0,26,3.0,0.0,2.0,,,,
breslcr01,2016,1,MIA,NL,0,2,15,0,0,0,0,42,21,7,1,4,7,0.362,4.5,0.0,2,0.0,0,63.0,4,9,1.0,0.0,2.0,2016.0,MIA,NL,1500000.0
briceau01,2016,1,MIA,NL,0,1,15,0,0,0,0,42,9,11,2,5,14,0.173,7.07,1.0,0,2.0,0,59.0,2,12,0.0,0.0,0.0,,,,
bridwpa01,2016,1,BAL,AL,0,0,2,0,0,0,0,10,5,5,2,1,3,0.357,13.5,0.0,0,0.0,0,15.0,1,5,0.0,0.0,0.0,,,,
brittza01,2016,1,BAL,AL,2,1,69,0,0,0,47,201,38,4,1,18,74,0.162,0.54,3.0,10,0.0,0,254.0,63,7,1.0,0.0,4.0,2016.0,BAL,AL,6750000.0
broadmi01,2016,1,SFN,NL,0,0,4,0,0,0,0,16,9,7,2,1,4,0.375,11.81,0.0,0,0.0,0,25.0,2,7,0.0,0.0,1.0,,,,
broxtjo01,2016,1,SLN,NL,4,2,66,0,0,0,0,182,52,29,7,24,57,0.229,4.3,5.0,1,3.0,0,259.0,14,32,2.0,3.0,1.0,2016.0,SLN,NL,3750000.0
buchaja01,2016,1,CHN,NL,1,0,2,1,0,0,0,18,3,1,1,1,4,0.15,1.5,0.0,0,0.0,0,21.0,1,1,0.0,0.0,1.0,,,,
buchhcl01,2016,1,BOS,AL,8,10,37,21,0,0,0,418,130,74,21,55,93,0.25,4.78,1.0,1,5.0,0,588.0,7,80,2.0,6.0,17.0,2016.0,BOS,AL,13000000.0
buchtry01,2016,1,SDN,NL,3,0,67,0,0,0,1,189,34,20,4,31,78,0.16,2.86,3.0,3,2.0,0,247.0,10,20,0.0,2.0,4.0,2016.0,SDN,NL,520000.0
bumgama01,2016,1,SFN,NL,15,9,34,34,4,1,0,680,179,69,26,54,251,0.213,2.74,0.0,4,8.0,1,912.0,0,79,3.0,6.0,15.0,2016.0,SFN,NL,9916667.0
bundydy01,2016,1,BAL,AL,10,6,36,14,0,0,0,329,109,49,18,42,104,0.257,4.02,4.0,0,6.0,0,474.0,6,52,1.0,1.0,6.0,2016.0,BAL,AL,1800000.0
burgoen02,2016,1,ARI,NL,1,2,43,0,0,0,1,124,38,26,5,23,43,0.253,5.66,5.0,5,1.0,1,178.0,16,27,2.0,2.0,5.0,,,,
burnese01,2016,1,WAS,NL,0,0,10,0,0,0,0,17,5,2,1,1,3,0.238,3.18,0.0,0,0.0,0,22.0,2,2,0.0,0.0,0.0,,,,
buschma01,2016,1,ARI,NL,0,0,3,0,0,0,0,13,2,1,1,1,3,0.143,2.08,1.0,0,0.0,0,15.0,2,1,0.0,0.0,1.0,,,,
bushma01,2016,1,TEX,AL,7,2,58,0,0,0,1,185,44,17,4,14,61,0.196,2.48,0.0,2,1.0,0,243.0,15,18,1.0,3.0,3.0,,,,
buterdr01,2016,1,KCA,AL,0,0,2,0,0,0,0,4,1,0,0,0,1,0.2,0.0,0.0,0,0.0,0,5.0,2,0,0.0,0.0,0.0,2016.0,KCA,AL,1162500.0
butleed01,2016,1,COL,NL,2,5,17,9,0,0,0,192,87,51,13,21,47,0.328,7.17,1.0,1,3.0,0,293.0,0,57,2.0,2.0,6.0,,,,
cabrema01,2016,1,ATL,NL,5,1,41,0,0,0,6,115,31,12,0,19,32,0.225,2.82,1.0,2,1.0,0,162.0,10,14,2.0,2.0,5.0,,,,
cahiltr01,2016,1,CHN,NL,4,4,50,1,0,0,0,197,49,20,7,35,66,0.201,2.74,3.0,3,5.0,0,284.0,16,22,0.0,0.0,5.0,2016.0,CHN,NL,4250000.0
cainma01,2016,1,SFN,NL,4,8,21,17,0,0,0,268,103,56,16,32,72,0.299,5.64,1.0,5,6.0,0,397.0,2,58,8.0,6.0,8.0,2016.0,SFN,NL,20833333.0
caminar01,2016,1,PIT,NL,1,2,39,0,0,0,1,123,46,16,4,22,32,0.289,3.51,0.0,1,4.0,0,187.0,9,17,1.0,1.0,5.0,2016.0,PIT,NL,532500.0
caminar01,2016,2,SEA,AL,1,1,18,0,0,0,0,59,21,8,3,11,18,0.263,3.66,1.0,1,1.0,0,93.0,2,14,1.0,0.0,1.0,2016.0,PIT,NL,532500.0
campojo01,2016,1,ARI,NL,0,0,1,0,0,0,0,17,4,2,2,2,4,0.182,3.18,0.0,0,0.0,0,24.0,0,3,0.0,0.0,0.0,,,,
campole01,2016,1,SDN,NL,1,0,18,0,0,0,0,66,18,14,3,14,24,0.222,5.73,2.0,1,1.0,0,98.0,10,16,1.0,1.0,2.0,,,,
capuach01,2016,1,MIL,NL,1,1,16,0,0,0,0,72,23,11,7,15,27,0.256,4.13,2.0,1,1.0,0,106.0,3,11,0.0,0.0,4.0,2016.0,MIL,NL,1500000.0
carasma01,2016,1,COL,NL,1,0,19,0,0,0,0,47,25,16,1,11,17,0.373,9.19,0.0,2,3.0,0,83.0,7,17,0.0,2.0,2.0,,,,
carmofa01,2016,1,ATL,NL,1,1,2,2,0,0,0,27,13,8,4,1,6,0.351,8.0,0.0,0,0.0,0,39.0,0,8,0.0,1.0,0.0,,,,
carraca01,2016,1,CLE,AL,11,8,25,25,1,1,0,439,134,54,21,34,150,0.24,3.32,2.0,4,3.0,1,599.0,0,64,1.0,3.0,9.0,2016.0,CLE,AL,4500000.0
carrosc02,2016,1,CHA,AL,0,0,3,0,0,0,0,7,2,3,0,1,2,0.25,11.57,0.0,0,1.0,0,10.0,2,3,0.0,0.0,0.0,,,,
cashnan01,2016,1,SDN,NL,4,7,16,16,0,0,0,238,80,42,13,30,67,0.264,4.76,0.0,1,6.0,0,347.0,0,47,4.0,3.0,10.0,2016.0,SDN,NL,7150000.0
cashnan01,2016,2,MIA,NL,1,4,12,11,0,0,0,158,62,35,6,30,45,0.301,5.98,3.0,2,1.0,0,241.0,1,36,2.0,2.0,9.0,2016.0,SDN,NL,7150000.0
castrmi01,2016,1,COL,NL,0,0,19,0,0,0,0,44,18,10,3,5,12,0.3,6.14,0.0,0,1.0,0,67.0,4,10,1.0,0.0,1.0,2016.0,COL,NL,509500.0
cecilbr01,2016,1,TOR,AL,1,7,54,0,0,0,0,110,39,16,6,8,45,0.269,3.93,0.0,0,2.0,0,157.0,8,17,1.0,1.0,3.0,2016.0,TOR,AL,3800000.0
cedenxa01,2016,1,TBA,AL,3,4,54,0,0,0,0,124,36,17,2,13,43,0.229,3.7,1.0,3,0.0,0,174.0,7,17,1.0,2.0,2.0,2016.0,TBA,AL,524100.0
cervehu01,2016,1,ATL,NL,1,0,50,0,0,0,0,102,20,12,2,23,35,0.175,3.18,5.0,6,1.0,0,139.0,8,14,1.0,0.0,5.0,,,,
cervehu01,2016,2,MIA,NL,0,0,18,0,0,0,0,28,11,5,1,5,7,0.289,4.82,0.0,0,0.0,0,43.0,3,5,0.0,0.0,0.0,,,,
cessalu01,2016,1,NYA,AL,4,4,17,9,0,0,0,211,64,34,16,14,46,0.241,4.35,0.0,2,3.0,0,285.0,5,36,1.0,1.0,3.0,2016.0,NYA,AL,507500.0
chacijh01,2016,1,ATL,NL,1,2,5,5,0,0,0,80,29,16,4,8,27,0.274,5.4,0.0,0,0.0,0,117.0,0,17,2.0,1.0,0.0,,,,
chacijh01,2016,2,LAA,AL,5,6,29,17,1,0,0,352,124,61,10,47,92,0.272,4.68,4.0,8,5.0,1,515.0,5,64,2.0,5.0,10.0,,,,
chafian01,2016,1,ARI,NL,0,1,32,0,0,0,0,68,22,17,1,11,28,0.259,6.75,1.0,2,1.0,0,98.0,1,18,1.0,0.0,5.0,2016.0,ARI,NL,519700.0
chambjo03,2016,1,CLE,AL,0,0,20,0,0,0,0,60,12,5,1,11,18,0.176,2.25,3.0,1,1.0,0,82.0,5,6,0.0,2.0,0.0,,,,
chapmar01,2016,1,NYA,AL,3,0,31,0,0,0,20,94,20,7,2,8,44,0.179,2.01,0.0,2,0.0,1,120.0,29,8,0.0,0.0,2.0,2016.0,NYA,AL,9468443.0
chapmar01,2016,2,CHN,NL,1,1,28,0,0,0,16,80,12,3,0,10,46,0.132,1.01,0.0,6,0.0,0,102.0,23,4,0.0,1.0,0.0,2016.0,NYA,AL,9468443.0
chapmke02,2016,1,HOU,AL,0,0,9,0,0,0,0,24,15,8,0,4,6,0.395,9.0,0.0,0,0.0,0,42.0,1,8,0.0,0.0,1.0,,,,
chargjt01,2016,1,MIN,AL,1,1,25,0,0,0,0,69,25,12,0,12,17,0.291,4.7,0.0,3,1.0,0,100.0,10,12,0.0,1.0,5.0,,,,
chatwty01,2016,1,COL,NL,12,9,27,27,0,0,0,474,147,68,15,70,117,0.25,3.87,2.0,7,5.0,0,669.0,0,75,2.0,3.0,22.0,2016.0,COL,NL,1000000.0
chaveje01,2016,1,TOR,AL,1,2,39,0,0,0,0,124,43,21,9,10,42,0.269,4.57,0.0,1,2.0,0,173.0,6,22,0.0,1.0,4.0,2016.0,TOR,AL,4000000.0
chaveje01,2016,2,LAN,NL,1,0,23,0,0,0,0,77,28,12,3,8,21,0.277,4.21,3.0,0,0.0,0,109.0,3,14,0.0,0.0,3.0,2016.0,TOR,AL,4000000.0
chenwe02,2016,1,MIA,NL,5,5,22,22,0,0,0,370,134,68,22,24,100,0.276,4.96,0.0,1,3.0,0,520.0,0,69,3.0,4.0,10.0,2016.0,MIA,NL,12500000.0
cingrto01,2016,1,CIN,NL,2,5,65,0,0,0,17,189,54,29,5,37,49,0.236,4.14,1.0,3,3.0,1,271.0,34,30,1.0,1.0,5.0,2016.0,CIN,NL,530000.0
cishest01,2016,1,SEA,AL,4,6,62,0,0,0,25,192,44,20,8,21,76,0.19,2.81,2.0,4,4.0,0,258.0,40,21,1.0,0.0,2.0,2016.0,SEA,AL,4000000.0
claudal01,2016,1,TEX,AL,4,1,39,0,0,0,0,155,55,16,2,10,34,0.27,2.79,0.0,0,1.0,0,217.0,15,19,0.0,2.0,8.0,,,,
clemepa02,2016,1,MIA,NL,1,0,2,2,0,0,0,30,11,7,5,8,6,0.289,6.3,0.0,0,1.0,0,47.0,0,7,0.0,0.0,2.0,,,,
clemepa02,2016,2,SDN,NL,3,5,16,12,0,0,0,184,61,25,9,23,47,0.257,3.67,0.0,4,3.0,1,267.0,2,32,1.0,3.0,6.0,,,,
clevimi01,2016,1,CLE,AL,3,3,17,10,0,0,0,159,50,31,8,29,50,0.246,5.26,0.0,2,0.0,0,233.0,3,31,0.0,1.0,1.0,,,,
clippty01,2016,1,ARI,NL,2,3,40,0,0,0,1,113,34,18,7,15,46,0.245,4.3,0.0,1,0.0,3,155.0,10,18,1.0,0.0,1.0,2016.0,ARI,NL,6100000.0
clippty01,2016,2,NYA,AL,2,3,29,0,0,0,2,76,20,7,3,11,26,0.211,2.49,2.0,4,1.0,0,107.0,7,9,0.0,0.0,1.0,2016.0,ARI,NL,6100000.0
cobbal01,2016,1,TBA,AL,1,2,5,5,0,0,0,66,32,21,5,7,16,0.337,8.59,0.0,0,0.0,0,104.0,0,22,1.0,1.0,1.0,2016.0,TBA,AL,4000000.0
cokeph01,2016,1,NYA,AL,0,0,3,0,0,0,0,18,7,4,1,4,1,0.292,6.0,0.0,0,1.0,0,29.0,2,5,0.0,0.0,1.0,,,,
cokeph01,2016,2,PIT,NL,0,0,3,0,0,0,0,12,3,0,0,3,3,0.231,0.0,1.0,0,0.0,0,16.0,1,0,0.0,0.0,2.0,,,,
coleaj01,2016,1,WAS,NL,1,2,8,8,0,0,0,115,37,22,7,14,39,0.248,5.17,1.0,1,2.0,0,168.0,0,24,0.0,3.0,0.0,,,,
colege01,2016,1,PIT,NL,7,10,21,21,1,0,0,348,131,50,7,36,98,0.289,3.88,3.0,5,6.0,1,506.0,0,57,4.0,6.0,9.0,2016.0,PIT,NL,548000.0
colemlo01,2016,1,LAN,NL,2,1,61,0,0,0,0,144,45,25,5,24,45,0.25,4.69,2.0,3,3.0,0,211.0,11,27,2.0,2.0,3.0,2016.0,LAN,NL,725000.0
collmjo01,2016,1,ARI,NL,1,0,15,0,0,0,0,67,21,12,4,11,17,0.253,4.84,1.0,0,2.0,0,97.0,10,12,1.0,0.0,4.0,,,,
collmjo01,2016,2,ATL,NL,2,0,3,3,0,0,0,57,15,5,3,5,16,0.221,2.37,0.0,0,1.0,0,76.0,0,5,2.0,0.0,2.0,,,,
colomal01,2016,1,TBA,AL,2,4,57,0,0,0,37,170,43,12,6,15,71,0.206,1.91,1.0,1,2.0,0,226.0,48,12,0.0,0.0,5.0,2016.0,TBA,AL,521700.0
colonba01,2016,1,NYN,NL,15,8,34,33,0,0,0,575,200,73,24,32,128,0.268,3.43,2.0,0,3.0,0,791.0,0,81,7.0,4.0,19.0,2016.0,NYN,NL,7250000.0
